TERM,SCHOOL,DEPARTMENT,SUBJ,COURSE,SECTION,CRN,TITLE,TYPE,CREDITS,INSTRUCTOR.NAME.S.,SECT.MAX,SECT.ENRL,UG.SECT.ENRL,UP.SECT.ENRL,GR.SECT.ENRL,VS.SECT.ENRL,VU.SECT.ENRL,VG.SECT.ENRL,XLST.GROUP,XLST.MAX,XLST.ENRL,TTL.ENRL,TTL.SEATS.AVAIL,XLST.WITH,XLST.CRN,XLST.LEAD.DEPT,HAS_SYLLABUS,TERM_num
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ITAL,106,1,24688,ACCELERATED FIRST YEAR ITALIAN,LEC,3,"Giliberti, Maria C.",20,10,10,0,0,0,0,0,,,NA,10,10,,,,Y,6
24_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,PORT,106,1,10675,ACCEL FIRST YEAR PORTUGUESE,LEC,3,"Marmitt Forcelini, Jamile",20,17,14,0,0,0,0,3,,,NA,17,3,,,,Y,7
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ITAL,106,1,24688,ACCELERATED FIRST YEAR ITALIAN,LEC,3,"Giliberti, Maria C.",20,10,9,0,1,0,0,0,,,NA,10,10,,,,Y,8
25_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,106,1,26553,ACCELERATED 1ST YR KOREAN,LEC,3,"Oh, Eun Young",20,8,5,0,2,0,0,1,,,NA,8,12,,,,Y,8
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",PORT,106,1,10542,ACCEL FIRST YEAR PORTUGUESE,LEC,3,"Scutti Santos, Helade",20,12,6,0,6,0,0,0,,,NA,12,8,,,,Y,9
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,107,1,11304,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",30,14,14,0,0,0,0,0,K6,30,16,16,14,HUMA 107 001,11305,"Modern Classic Lang, Lit, Cult",Y,1
21_2,School of Humanities and Arts,Humanities Division,HUMA,107,1,11305,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",30,2,2,0,0,0,0,0,K6,30,16,16,14,CLAS 107 001,11304,"Modern Classic Lang, Lit, Cult",Y,1
23_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,107,1,15341,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",20,13,13,0,0,0,0,0,C3,25,18,18,7,HUMA 107 001,15498,"Modern Classic Lang, Lit, Cult",Y,5
23_2,School of Humanities and Arts,Humanities Division,HUMA,107,1,15498,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",16,5,5,0,0,0,0,0,C3,25,18,18,7,CLAS 107 001,15341,"Modern Classic Lang, Lit, Cult",Y,5
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,107,1,15341,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",24,7,7,0,0,0,0,0,C3,24,10,10,14,HUMA 107 001,15498,"Modern Classic Lang, Lit, Cult",Y,7
24_2,School of Humanities and Arts,Humanities Division,HUMA,107,1,15498,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",24,3,3,0,0,0,0,0,C3,24,10,10,14,CLAS 107 001,15341,"Modern Classic Lang, Lit, Cult",Y,7
25_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,107,1,13042,GREEK CIVILIZATION & LEGACY,SEM,3,"Yunis, Harvey",25,8,8,0,0,0,0,0,C3,25,8,8,17,HUMA 107 001,13111,"Modern Classic Lang, Lit, Cult",Y,9
22_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,108,1,22466,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",100,49,49,0,0,0,0,0,B5,119,64,64,55,HUMA 111 001,22467,"Modern Classic Lang, Lit, Cult",Y,2
22_1,School of Humanities and Arts,Religion,RELI,108,1,25243,INTRODUCTION TO JUDAISM,LEC,3,"Ogren, Brian E.",20,4,4,0,0,0,0,0,,,NA,4,16,,,,Y,2
23_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,108,1,21794,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",100,92,92,0,0,0,0,0,B5,119,108,108,11,HUMA 111 001,21795,"Modern Classic Lang, Lit, Cult",Y,4
24_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,108,1,21794,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",100,96,95,0,0,0,1,0,B5,119,114,114,5,HUMA 111 001,21795,"Modern Classic Lang, Lit, Cult",Y,6
24_2,School of Humanities and Arts,Religion,RELI,108,1,16746,INTRODUCTION TO JUDAISM,LEC,3,"Ogren, Brian E.",20,5,5,0,0,0,0,0,,,NA,5,15,,,,Y,7
25_1,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,108,1,21794,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",100,45,45,0,0,0,0,0,B5,119,49,49,70,HUMA 111 001,21795,"Modern Classic Lang, Lit, Cult",Y,8
25_2,School of Humanities and Arts,African & African Amer Studies,AAAS,110,1,15341,INTRO AFRICAN RELIGIONS,LEC,3,"Nwokocha, Eziaku",14,12,12,0,0,0,0,0,I2,25,21,21,4,RELI 111 001,15334,Religion,N,9
21_2,School of Humanities and Arts,History,HIST,111,2,13730,"RED, WHITE, & BLACK EARLY AMER",LEC,3,"Sidbury, James",30,13,13,0,0,0,0,0,,,NA,13,17,,,,Y,1
21_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,111,1,12513,INTRO TO HIST OF WESTERN ART I,LEC,3,"Crawford-Brown, Sophie A.; Seale, Layla",70,1,1,0,0,0,0,0,G9,70,70,70,0,"HART 101 001, CLAS 102 001","12511, 12512",Art History,Y,1
22_1,School of Humanities and Arts,Humanities Division,HUMA,111,1,22467,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",19,15,15,0,0,0,0,0,B5,119,64,64,55,CLAS 108 001,22466,"Modern Classic Lang, Lit, Cult",Y,2
22_1,School of Humanities and Arts,Religion,RELI,111,1,25244,INTRO AFRICAN RELIGIONS,LEC,3,"Bongmba, Elias K.",19,11,10,0,0,0,0,1,,,NA,11,8,,,,Y,2
23_1,School of Humanities and Arts,History,HIST,111,1,23902,RACE IN EARLY AMERICA,LEC,3,"Sidbury, James",30,20,19,0,0,0,1,0,,,NA,20,10,,,,Y,4
23_1,School of Humanities and Arts,Humanities Division,HUMA,111,1,21795,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",19,16,16,0,0,0,0,0,B5,119,108,108,11,CLAS 108 001,21794,"Modern Classic Lang, Lit, Cult",Y,4
23_2,School of Humanities and Arts,Religion,RELI,111,1,15555,INTRO AFRICAN RELIGIONS,LEC,3,"Bongmba, Elias K.",30,14,14,0,0,0,0,0,,,NA,14,16,,,,N,5
24_1,School of Humanities and Arts,Humanities Division,HUMA,111,1,21795,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",19,18,18,0,0,0,0,0,B5,119,114,114,5,CLAS 108 001,21794,"Modern Classic Lang, Lit, Cult",Y,6
24_2,School of Humanities and Arts,History,HIST,111,1,16758,RACE IN EARLY AMERICA,LEC,3,"Sidbury, James",25,9,9,0,0,0,0,0,,,NA,9,16,,,,Y,7
24_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,111,1,16695,INTRO TO HIST OF ART I,LEC,3,"Emami, Farshid; Crawford-Brown, Sophie A.",100,1,1,0,0,0,0,0,H0,100,28,28,72,"HART 101 001, CLAS 102 001","16693, 16694",Art History,Y,7
24_2,School of Humanities and Arts,Religion,RELI,111,1,15555,INTRO AFRICAN RELIGIONS,LEC,3,"Bongmba, Elias K.",30,20,20,0,0,0,0,0,,,NA,20,10,,,,Y,7
25_1,School of Humanities and Arts,Humanities Division,HUMA,111,1,21795,ROMAN CIVILIZATION &ITS LEGACY,SEM,3,"McGill, Scott C.",19,4,4,0,0,0,0,0,B5,119,49,49,70,CLAS 108 001,21794,"Modern Classic Lang, Lit, Cult",Y,8
25_2,School of Humanities and Arts,Religion,RELI,111,1,15334,INTRO AFRICAN RELIGIONS,LEC,3,"Nwokocha, Eziaku",25,9,8,0,1,0,0,0,I2,25,21,21,4,AAAS 110 001,15341,Religion,N,9
22_1,School of Humanities and Arts,Religion,RELI,112,1,25245,COMPARING CHRISTIANITIES,LEC,3,"DeConick, April D.",25,6,6,0,0,0,0,0,,,NA,6,19,,,,Y,2
22_2,School of Humanities and Arts,Religion,RELI,112,1,14078,THE FIRST CHRISTIANS,LEC,3,"DeConick, April D.",25,5,5,0,0,0,0,0,,,NA,5,20,,,,Y,3
24_1,School of Humanities and Arts,History,HIST,112,1,25146,MODERN PALESTINIAN HISTORY,LEC,3,"Takriti, Abdel Razzaq",25,18,17,0,0,0,0,1,,,NA,18,7,,,,Y,6
24_1,School of Humanities and Arts,Religion,RELI,112,1,25298,INTRO TO EARLY CHRISTIANITY,LEC,3,"DeConick, April D.",30,18,18,0,0,0,0,0,,,NA,18,12,,,,Y,6
25_1,School of Humanities and Arts,Religion,RELI,112,1,25298,INTRO TO EARLY CHRISTIANITY,LEC,3,"DeConick, April D.",30,19,19,0,0,0,0,0,,,NA,19,11,,,,Y,8
23_2,School of Humanities and Arts,English and Creative Writing,ENGL,113,1,14364,INTRO TO LIT EDITING & PUB,SEM,3,"Schimmel, Ian B.",20,19,19,0,0,0,0,0,,,NA,19,1,,,,Y,5
24_2,School of Humanities and Arts,English and Creative Writing,ENGL,113,1,14364,INTRO TO LIT EDITING & PUB,SEM,3,"Schimmel, Ian B.",18,19,19,0,0,0,0,0,,,NA,19,-1,,,,Y,7
21_2,School of Humanities and Arts,Art History,HART,115,1,13653,MONUMENTS AND METHODS,LEC,3,"Bader, Graham P.",100,13,13,0,0,0,0,0,,,NA,13,87,,,,Y,1
24_1,School of Humanities and Arts,Art History,HART,115,1,24937,MONUMENTS AND METHODS,LEC,3,"Bader, Graham P.",35,6,6,0,0,0,0,0,,,NA,6,29,,,,N,6
22_2,School of Humanities and Arts,History,HIST,117,1,14004,EARLY AMERICA,LEC,3,"Jones, William D.",25,25,25,0,0,0,0,0,,,NA,25,0,,,,Y,3
23_2,School of Humanities and Arts,History,HIST,117,1,14004,EARLY AMERICA TO THE CIVIL WAR,LEC,3,"Sidbury, James",25,25,25,0,0,0,0,0,,,NA,25,0,,,,Y,5
25_2,School of Humanities and Arts,History,HIST,117,1,14795,EARLY AMERICA TO THE CIVIL WAR,LEC,3,"Sanders, Andrew W.",25,13,13,0,0,0,0,0,,,NA,13,12,,,,Y,9
22_1,School of Humanities and Arts,History,HIST,118,2,25134,UNITED STATES 1848-PRESENT,LEC,3,"Citino, Nathan J.",30,26,26,0,0,0,0,0,,,NA,26,4,,,,Y,2
22_2,School of Humanities and Arts,Art History,HART,118,1,14302,GLOBAL ARCHITECTURE HIST I,LEC,3,"Emami, Farshid; El-Dahdah, Fares",70,21,21,0,0,0,0,0,,,NA,21,49,,,,Y,3
23_1,School of Humanities and Arts,History,HIST,118,2,22953,UNITED STATES 1848-PRESENT,LEC,3,"Citino, Nathan J.",30,10,9,0,0,0,1,0,,,NA,10,20,,,,Y,4
24_2,School of Humanities and Arts,History,HIST,118,1,16759,UNITED STATES SINCE CIVIL WAR,LEC,3,"McDaniel, William C.",50,22,21,0,0,0,0,1,,,NA,22,28,,,,Y,7
22_2,School of Humanities and Arts,History,HIST,120,1,14005,MEDIEVAL CIVILIZATIONS,LEC,3,"Irish, Maya S.",40,28,28,0,0,0,0,0,B0,40,34,34,6,MDEM 120 001,14224,History,Y,3
22_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,120,1,14224,MEDIEVAL CIVILIZATIONS,LEC,3,"Irish, Maya S.",35,6,6,0,0,0,0,0,B0,40,34,34,6,HIST 120 001,14005,History,Y,3
22_2,School of Humanities and Arts,Religion,RELI,120,1,14385,BIBLICAL ETHICS,LEC,3,"Henze, Matthias",99,32,32,0,0,0,0,0,,,NA,32,67,,,,Y,3
23_2,School of Humanities and Arts,History,HIST,120,1,15667,MEDIEVAL CIVILIZATIONS,LEC,3,"Irish, Maya S.",35,23,23,0,0,0,0,0,C4,35,31,31,4,MDEM 120 001,15668,History,Y,5
23_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,120,1,15668,MEDIEVAL CIVILIZATIONS,LEC,3,"Irish, Maya S.",35,8,8,0,0,0,0,0,C4,35,31,31,4,HIST 120 001,15667,History,Y,5
23_2,School of Humanities and Arts,Religion,RELI,120,1,14385,BIBLICAL ETHICS,LEC,3,"Henze, Matthias",99,45,44,0,0,0,0,1,,,NA,45,54,,,,Y,5
24_2,School of Humanities and Arts,History,HIST,120,2,16760,MEDIEVAL CIVILIZATIONS,LEC,3,"Irish, Maya S.",40,27,27,0,0,0,0,0,I2,40,32,32,8,MDEM 120 002,16761,History,Y,7
24_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,120,2,16761,MEDIEVAL CIVILIZATIONS,LEC,3,"Irish, Maya S.",40,5,5,0,0,0,0,0,I2,40,32,32,8,HIST 120 002,16760,History,Y,7
24_2,School of Humanities and Arts,Religion,RELI,120,1,14385,CONTEMPORARY ETHICS &THE BIBLE,LEC,3,"Henze, Matthias",99,15,15,0,0,0,0,0,,,NA,15,84,,,,Y,7
25_2,School of Humanities and Arts,History,HIST,120,1,14691,MEDIEVAL CIVILIZATIONS,LEC,3,"Gan, Quan",40,27,27,0,0,0,0,0,C5,40,30,30,10,MDEM 120 001,14832,History,Y,9
25_2,School of Humanities and Arts,Medieval/Early Modern Studies,MDEM,120,1,14832,MEDIEVAL CIVILIZATIONS,LEC,3,"Gan, Quan",40,3,3,0,0,0,0,0,C5,40,30,30,10,HIST 120 001,14691,History,Y,9
23_1,School of Humanities and Arts,History,HUMA,122,1,23924,WHO SHOULD VOTE?,LEC,3,"McDaniel, William C.",100,94,93,0,0,0,0,1,,,NA,94,6,,,,Y,4
25_2,School of Humanities and Arts,History,HUMA,122,1,14968,WHO SHOULD VOTE?,LEC,3,"McDaniel, William C.",100,26,25,0,0,0,0,1,,,NA,26,74,,,,Y,9
22_1,School of Humanities and Arts,Religion,RELI,123,1,25246,INTRO TO WORLD CHRISTIANITY,LEC,3,"Homewood, Nathanael J.",19,17,17,0,0,0,0,0,,,NA,17,2,,,,Y,2
22_2,School of Humanities and Arts,Religion,RELI,123,1,14287,INTRO TO WORLD CHRISTIANITY,LEC,3,"Homewood, Nathanael J.",19,20,20,0,0,0,0,0,,,NA,20,-1,,,,Y,3
23_1,School of Humanities and Arts,Religion,RELI,123,1,23027,INTRO TO WORLD CHRISTIANITY,LEC,3,"Bongmba, Elias K.",70,48,46,0,0,0,0,2,,,NA,48,22,,,,Y,4
25_1,School of Humanities and Arts,Religion,RELI,123,1,26439,INTRO TO WORLD CHRISTIANITY,LEC,3,"Bongmba, Elias K.",30,36,36,0,0,0,0,0,,,NA,36,-6,,,,N,8
21_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,124,901,14340,ANTIQUITY IN CHILDREN'S LIT,SEM,3,"Mackie, Hilary S.",19,4,4,0,0,0,0,0,,,NA,4,15,,,,Y,1
22_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,124,1,13429,ANTIQUITY IN CHILDREN'S LIT,SEM,3,"Mackie, Hilary S.",19,3,3,0,0,0,0,0,,,NA,3,16,,,,Y,3
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",CLAS,124,1,16680,ANTIQUITY IN CHILDREN'S LIT,SEM,3,"Mackie, Hilary S.",25,6,6,0,0,0,0,0,,,NA,6,19,,,,Y,7
25_1,School of Humanities and Arts,Religion,RELI,124,1,26440,RELIGION & ART OF HAPPINESS,LEC,3,"Clements, Niki K.",100,58,58,0,0,0,0,0,,,NA,58,42,,,,Y,8
22_2,School of Humanities and Arts,Art History,HART,125,1,14170,GREAT ARTISTS AND FILMS,LEC,4,"Manca, Joseph P.",19,4,4,0,0,0,0,0,,,NA,4,15,,,,Y,3
22_2,School of Humanities and Arts,Philosophy,PHIL,125,1,14052,PHILOSOPHY THROUGH ARTWORKS,LEC,3,"Brake, Elizabeth E.",20,12,12,0,0,0,0,0,,,NA,12,8,,,,Y,3
23_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,HEBR,125,1,15487,INTRO TO BIBLICAL HEBREW I,LEC,3,"Henze, Matthias",19,8,8,0,0,0,0,0,A4,19,11,11,8,RELI 125 001,15147,Religion,Y,5
23_2,School of Humanities and Arts,Philosophy,PHIL,125,1,14052,PHILOSOPHY THROUGH ARTWORKS,LEC,3,"Kriegel, Uri Y.",40,25,25,0,0,0,0,0,,,NA,25,15,,,,Y,5
23_2,School of Humanities and Arts,Religion,RELI,125,1,15147,INTRO TO BIBLICAL HEBREW I,LEC,3,"Henze, Matthias",19,3,3,0,0,0,0,0,A4,19,11,11,8,HEBR 125 001,15487,Religion,Y,5
24_2,School of Humanities and Arts,Philosophy,PHIL,125,2,16614,PHILOSOPHY THROUGH ARTWORKS,LEC,3,"Brake, Elizabeth E.",25,19,19,0,0,0,0,0,,,NA,19,6,,,,Y,7
24_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,HEBR,126,1,25476,INTRO TO BIBLICAL HEBREW II,LEC,3,"Henze, Matthias",19,7,7,0,0,0,0,0,B3,19,9,9,10,RELI 126 001,25299,Religion,Y,6
24_1,School of Humanities and Arts,Religion,RELI,126,1,25299,INTRO TO BIBLICAL HEBREW II,LEC,3,"Henze, Matthias",19,2,2,0,0,0,0,0,B3,19,9,9,10,HEBR 126 001,25476,Religion,Y,6
21_2,School of Humanities and Arts,Philosophy,HUMA,128,1,14335,WHY DID SO MANY DIE?,LEC,3,"Schroeder, Timothy A.",100,76,76,0,0,0,0,0,,,NA,76,24,,,,Y,1
22_1,School of Humanities and Arts,History,HUMA,129,1,25640,WHO IS A TERRORIST?,LEC,3,"Makdisi, Ussama",50,21,21,0,0,0,0,0,,,NA,21,29,,,,Y,2
21_2,School of Humanities and Arts,Philosophy,PHIL,130,2,13816,THE SCIENCES OF THE MIND,LEC,3,"Morgan, Alexander D.",50,44,44,0,0,0,0,0,,,NA,44,6,,,,Y,1
22_1,School of Humanities and Arts,English and Creative Writing,HUMA,130,1,25647,WHAT IS A CLASSIC?,LEC,3,"Campana, Joseph A.; McGill, Scott C.",100,7,7,0,0,0,0,0,,,NA,7,93,,,,Y,2
22_1,School of Humanities and Arts,Philosophy,PHIL,130,1,23835,THE SCIENCES OF THE MIND,LEC,3,"Schroeder, Timothy A.",100,41,41,0,0,0,0,0,,,NA,41,59,,,,Y,2
22_2,School of Humanities and Arts,Philosophy,PHIL,130,2,12997,THE SCIENCES OF THE MIND,LEC,3,"Morgan, Alexander D.",50,43,43,0,0,0,0,0,,,NA,43,7,,,,Y,3
23_1,School of Humanities and Arts,Philosophy,PHIL,130,1,22476,THE SCIENCES OF THE MIND,LEC,3,"Schroeder, Timothy A.",100,67,67,0,0,0,0,0,,,NA,67,33,,,,Y,4
23_2,School of Humanities and Arts,Philosophy,PHIL,130,2,12997,THE SCIENCES OF THE MIND,LEC,3,"Morgan, Alexander D.",51,48,48,0,0,0,0,0,,,NA,48,3,,,,Y,5
24_2,School of Humanities and Arts,Jewish Studies,JWST,130,1,16966,ANTI-SEMITISM AND ISLAMOPHOBIA,LEC,3,"Kranz, Menachem M.",20,4,4,0,0,0,0,0,B5,20,4,4,16,RELI 130 001,16967,Jewish Studies,Y,7
24_2,School of Humanities and Arts,Philosophy,PHIL,130,3,16615,THE SCIENCES OF THE MIND,LEC,3,"Schroeder, Timothy A.",200,110,110,0,0,0,0,0,,,NA,110,90,,,,Y,7
25_2,School of Humanities and Arts,Philosophy,PHIL,130,1,14457,THE SCIENCES OF THE MIND,LEC,3,"Schroeder, Timothy A.",100,52,52,0,0,0,0,0,,,NA,52,48,,,,Y,9
22_2,School of Humanities and Arts,History,HUMA,131,1,14336,WHAT IS AN (AB)NORMAL BODY?,LEC,3,"Petrick, Elizabeth R.",100,83,81,0,0,0,0,2,,,NA,83,17,,,,Y,3
24_2,School of Humanities and Arts,"Modern Classic Lang, Lit, Cult",HUMA,132,1,17366,WHAT IS HOME?,LEC,3,"Branigan, Claire; Sherman, Stephen A.",100,20,20,0,0,0,0,0,,,NA,20,80,,,,Y,7
23_2,School of Humanities and Arts,Asian Studies,HUMA,134,1,15690,WHAT IS LOVE?,LEC,3,"Ryang, Soon; Gershon, Ilana",100,83,78,0,0,0,0,5,,,NA,83,17,,,,Y,5
24_1,School of Humanities and Arts,History,HUMA,135,1,25501,WHAT IS CAPITALISM?,LEC,3,"Wildenthal, Lora J.",100,8,6,0,0,0,0,2,,,NA,8,92,,,,Y,6
24_1,School of Humanities and Arts,History,HUMA,137,1,25528,WHAT IS DEMOCRACY IN AMERICA?,LEC,3,"Sidbury, James",100,11,8,0,0,0,0,3,,,NA,11,89,,,,N,6
25_2,School of Humanities and Arts,Asian Studies,HUMA,138,1,14841,WHERE IS ASIA,LEC,3,"Lu, Xu; Park, Paula",100,12,12,0,0,0,0,0,,,NA,12,88,,,,Y,9
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,141,1,11713,FIRST YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",20,12,8,0,4,0,0,0,,,NA,12,8,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,141,1,12549,FIRST YEAR CHINESE I,LEC,3,"Yeh, Meng",16,6,5,0,1,0,0,0,,,NA,6,10,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,141,2,10754,FIRST YEAR CHINESE I,LEC,3,"Yeh, Meng",16,9,7,0,2,0,0,0,,,NA,9,7,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,141,4,10753,FIRST YEAR CHINESE I,LEC,3,"Hsu, Kai-Ying",19,11,11,0,0,0,0,0,,,NA,11,8,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,FREN,141,1,12052,FIRST YEAR FRENCH I,LEC,3,"Boggiano, Aymara",16,15,11,0,3,0,0,1,,,NA,15,1,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,FREN,141,2,10755,FIRST YEAR FRENCH I,LEC,3,"Boggiano, Aymara",16,7,5,0,2,0,0,0,,,NA,7,9,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,FREN,141,3,10788,FIRST YEAR FRENCH I,LEC,3,"Boggiano, Aymara",16,10,8,0,2,0,0,0,,,NA,10,6,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,GERM,141,1,10756,FIRST YEAR GERMAN I,LEC,3,"Baig, Fatima",19,12,11,0,1,0,0,0,,,NA,12,7,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,GERM,141,2,11064,FIRST YEAR GERMAN I,LEC,3,"Baig, Fatima",19,11,9,0,2,0,0,0,,,NA,11,8,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ITAL,141,1,13571,FIRST YEAR ITALIAN I,LEC,3,"Giliberti, Maria C.",16,10,8,0,2,0,0,0,,,NA,10,6,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ITAL,141,2,13570,FIRST YEAR ITALIAN I,LEC,3,"Giliberti, Maria C.",16,4,4,0,0,0,0,0,,,NA,4,12,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,141,1,10757,FIRST YEAR JAPANESE I,LEC,3,"Ozaki, Naoko",20,16,14,0,2,0,0,0,,,NA,16,4,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,141,2,10789,FIRST YEAR JAPANESE I,LEC,3,"Ozaki, Naoko",20,17,17,0,0,0,0,0,,,NA,17,3,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,JAPA,141,3,10803,FIRST YEAR JAPANESE I,LEC,3,"Ozaki, Naoko",20,22,21,0,0,0,0,1,,,NA,22,-2,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,141,1,12552,FIRST YEAR KOREAN I,LEC,3,"Oh, Eun Young",20,19,18,0,1,0,0,0,,,NA,19,1,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,KORE,141,2,13675,FIRST YEAR KOREAN I,LEC,3,"Oh, Eun Young",20,18,18,0,0,0,0,0,,,NA,18,2,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,RUSS,141,1,10759,FIRST YEAR RUSSIAN I,LEC,3,"Moskvitina, Larisa I.",16,3,3,0,0,0,0,0,,,NA,3,13,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,RUSS,141,2,12724,FIRST YEAR RUSSIAN I,LEC,3,"Moskvitina, Larisa I.",16,6,6,0,0,0,0,0,,,NA,6,10,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,141,1,10760,FIRST YEAR SPANISH I,LEC,3,"Bennaji, Charla J.",19,12,11,0,0,0,0,1,,,NA,12,7,,,,Y,1
21_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,141,3,10761,FIRST YEAR SPANISH I,LEC,3,"Bennaji, Charla J.",19,15,13,0,2,0,0,0,,,NA,15,4,,,,Y,1
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,GERM,141,2,25508,FIRST YEAR GERMAN I,LEC,3,"Baig, Fatima",16,8,8,0,0,0,0,0,,,NA,8,8,,,,Y,2
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,141,1,20835,FIRST YEAR SPANISH I,LEC,3,"Morones, Jessica Y.",16,8,8,0,0,0,0,0,,,NA,8,8,,,,Y,2
22_1,School of Humanities and Arts,Cntr Lang & Intercultural Comm,SPAN,141,2,20836,FIRST YEAR SPANISH I,LEC,3,"Morones, Jessica Y.",16,13,10,0,3,0,0,0,,,NA,13,3,,,,Y,2
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,ARAB,141,1,11494,FIRST YEAR ARABIC I,LEC,3,"Elsherbiny, Hossam A.",20,15,12,0,3,0,0,0,,,NA,15,5,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,141,1,12160,FIRST YEAR CHINESE I,LEC,3,"Yeh, Meng",16,7,7,0,0,0,0,0,,,NA,7,9,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,141,2,10671,FIRST YEAR CHINESE I,LEC,3,"Hsu, Wei-Li",16,7,6,0,1,0,0,0,,,NA,7,9,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,CHIN,141,4,10670,FIRST YEAR CHINESE I,LEC,3,"Yeh, Meng",20,11,11,0,0,0,0,0,,,NA,11,9,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,FREN,141,1,11776,FIRST YEAR FRENCH I,LEC,3,"Ossia, Nelly",16,17,14,0,3,0,0,0,,,NA,17,-1,,,,Y,3
22_2,School of Humanities and Arts,Cntr Lang & Intercultural Comm,FREN,141,2,10672,FIRST YEAR FRENCH I,LEC,3,"Ossia, Nelly",16,11,10,0,0,0,0,1,,,NA,11,5,,,,Y,3
